gene_id,PLB1K1,PLB1K2,PLB1K3,PLB1K-rmpA1,PLB1K-rmpA2,PLB1K-rmpA3
b2795,10.137971969658578,10.110850210757937,9.955168434826861,8.507017094981773,10.020898002882335,9.18854303446659
b4129,9.537798117136933,9.326519357327617,9.178990868422215,9.908605437150058,9.975546981606065,10.301573883332573
b3156,10.163018422862217,10.175993156414954,10.15467648960119,8.327492428353207,9.416155084689661,9.330424326289569
b3037,10.00232636597314,9.995566434939798,9.92246570186511,8.951379197377708,9.695104902636425,9.474101169314322
b3732,7.829758120531485,8.823818339288298,8.415356184395943,11.170998359255513,9.396431230061074,10.036360898170464
b2587,10.34759891823788,10.213522422144546,10.069405197012548,9.193636319308956,8.007382146077921,9.311760019558733
b3178,9.396752423992028,9.654469087636706,9.539253402086446,9.861741097262714,9.93700913334054,9.81987832429301
b3347,9.605867596906384,9.581619445208878,9.415770074168483,9.9849339974602,10.06755261248645,9.494641544249292
b2551,9.390757936458527,10.027962694410698,9.73497158546235,9.747254976654842,9.642088093940286,9.647042155855585
b4142,7.604908233747397,8.646845477438301,8.08198619448111,11.219210146727352,9.830478495965146,9.73434382099277
b3734,8.352845127679107,9.254690694308241,9.044887944034498,11.010516009721531,9.302949321308947,9.716590207809281
b3067,8.43785079582834,8.846933009497064,8.477010583751891,10.743247989140983,10.337850141457599,9.679288869212659
b4177,9.256644317581978,9.278202842415181,9.412819343870202,9.939814490575701,10.268994847154403,9.743562519197976
b3781,10.016439872498186,9.9547737478836,9.987205446627812,9.287468504791356,9.267597872222636,9.455915670374752
b2614,8.141303186625546,8.879696821457872,8.492281993729444,10.9526126396482,9.983266862984058,9.774451920946507
b0473,7.429577114249378,8.392019568603061,7.691267942864044,11.23175442904668,9.666612456997969,10.036950921667401
b3928,9.996392283742319,9.760541442875304,9.828284735965953,9.127871777210302,9.486237420204722,9.817059475465964
b0670,8.736174597375367,8.74914402474106,9.80228534725215,10.205493345547321,10.400511252324979,9.397021701344036
b4203,7.778685254892364,8.55268914924739,9.255543121730748,10.99779550585606,10.163978434505603,9.064767868702338
b4201,7.1038163719604865,8.292261539163945,8.76938154014791,11.163686996721863,10.244784725485845,9.03023734452037
b0435,10.544841880798574,9.686766868747174,9.373365896793707,9.207053371781326,9.168832185504785,9.553926622342763
b3472,10.222635663246647,10.179655900768266,10.107707612364159,8.589178838113606,8.699016389136128,9.312577915735787
b4202,7.476199280165191,8.604857854242557,9.153551758360761,10.920472486527986,10.28148438867185,9.116284627184982
b1064,10.390065031421763,10.167392462776123,9.964219798527804,8.313593305351867,8.609606161868163,9.391983654287507
